Time,Substream_ID,<ticker>,<vol>,<close>,Critical
21701,26,ACTS,208,2.09,False
21702,26,ADP,1332256,46.11,False
21703,26,AEIS,3000,11.9,False
21704,26,AFFX,3000,4.18,False
21705,26,AGII,1004,37.52,False
21706,26,AGNC,1662,29.41,False
21707,26,AKAM,100,53.36,False
21708,26,ALTR,300,36.92,False
21709,26,ALXN,3138,76.18,False
21710,26,AMAG,1300,15.56,False
21711,26,AMAT,130000,12.42,False
21712,26,AMKR,10000,6.96,False
21713,26,AMRN,143100,5.5,False
21714,26,AMSC,100,33.62,False
21715,26,AMSF,1287,18.76,False
21716,26,AMZN,5871,176.45,False
21717,26,ANDE,1146,33.64,False
21718,26,ARAY,879,6.0,False
21719,26,ARUN,20000,22.76,False
21720,26,ASYS,232,21.56,False
21721,26,ATHN,1100,43.09,False
21722,26,ATML,40000,10.39,False
21723,26,ATNI,175,34.18,False
21724,26,ATVI,100,11.92,False
21725,26,AUXL,10000,19.07,False
21726,26,AVNR,900,4.18,False
21727,26,AXAS,100,4.3,False
21728,26,BABY,1400,13.12,False
21729,26,BBOX,1132,36.66,False
21730,26,BDGE,1519,24.68,False
21731,26,BEAT,300,3.95,False
21732,26,BEBE,5747,6.14,False
21733,26,BIDU,418,106.66,False
21734,26,BIIB,2600,65.51,False
21735,26,BJRI,1011,37.34,False
21736,26,BONT,3200,14.02,False
21737,26,BRCD,946,5.04,False
21738,26,BRCM,21004,46.03,False
21739,26,BRKL,1900,9.98,False
21740,26,BRKR,1302,15.97,False
21741,26,BWEN,1100,1.96,False
21742,26,CA,100,23.68,False
21743,26,CALM,800,31.34,False
21744,26,CASY,932,39.91,False
21745,26,CATM,492,17.06,False
21746,26,CBST,200,21.48,False
21747,26,CELG,14857,60.41,False
21748,26,CLDX,1537,4.08,False
21749,26,CMCSA,44693,20.83,False
21750,26,CMCSK,600,19.64,False
21751,26,CME,3402,300.04,False
21752,26,CMLS,100,3.52,False
21753,26,COCO,815,4.05,False
21754,26,COST,300,68.25,False
21755,26,CPSI,500,47.12,False
21756,26,CRIS,3800,1.67,False
21757,26,CSCO,1000,19.3,False
21758,26,CSGP,702,54.34,False
21759,26,CTCT,1446,26.4,False
21760,26,CTRP,179,42.73,False
21761,26,CTSH,100,66.79,False
21762,26,CTXS,7346,68.9,False
21763,26,CYBX,300,27.22,False
21764,26,DCTH,906,9.87,False
21765,26,DEPO,2400,5.33,False
21766,26,DRRX,200,3.02,False
21767,26,DVAX,2224,1.97,False
21768,26,DWSN,1321,28.91,False
21769,26,DXCM,3283,11.9,False
21770,26,DYAX,19071,2.12,False
21771,26,EBIX,277,20.92,False
21772,26,ECOL,200,15.95,False
21773,26,EGLE,200,5.03,False
21774,26,EGOV,300,8.59,False
21775,26,EHTH,855,15.81,False
21776,26,ELGX,135,5.78,False
21777,26,EMKR,3875,1.29,False
21778,26,ESRX,25554,54.06,False
21779,26,EXAS,1101,6.01,False
21780,26,EXPE,500,26.79,False
21781,26,EZPW,2258,26.23,False
21782,26,FBNC,2555,14.55,False
21783,26,FFIV,400,138.85,False
21784,26,FISV,100,56.8,False
21785,26,FITB,5798,12.26,False
21786,26,FLWS,1400,1.98,False
21787,26,FNGN,2687,17.0,False
21788,26,FNSR,3048,20.85,False
21789,26,FORM,1392,9.58,False
21790,26,GILD,32318,37.2,False
21791,26,GLAD,1000,11.23,False
21792,26,GOOG,300,563.77,False
21793,26,GPOR,100,19.49,False
21794,26,HA,1282,7.97,False
21795,26,HBAN,404,6.02,False
21796,26,HCSG,1546,16.08,False
21797,26,HERO,19482,2.54,False
21798,26,HIMX,447,2.07,False
21799,26,HTCH,1200,3.0,False
21800,26,IBKR,100,18.08,False
21801,26,ICGE,100,12.78,False
21802,26,IDCC,2600,33.74,False
21803,26,IDTI,800,6.64,False
21804,26,IILG,200,16.92,False
21805,26,IKAN,1300,1.12,False
21806,26,ILMN,100,61.76,False
21807,26,IMMU,200,3.15,False
21808,26,INFN,4900,8.18,False
21809,26,INTC,197057,21.48,False
21810,26,IPGP,100,31.36,False
21811,26,IPXL,2068,18.12,False
21812,26,JASO,3500,7.02,False
21813,26,JBHT,600,37.59,False
21814,26,JBLU,9200,6.9,False
21815,26,JJSF,700,47.07,False
21816,26,KERX,2200,5.15,False
21817,26,KOPN,3200,3.98,False
21818,26,LAYN,259,33.26,False
21819,26,LLTC,25000,32.6,False
21820,26,LMIA,151,16.74,False
21821,26,LNCE,1580,23.3,False
21822,26,LNDC,625,6.33,False
21823,26,LOCM,800,3.92,False
21824,26,LOPE,2500,18.86,False
21825,26,LYTS,200,8.79,False
21826,26,MANH,1384,31.64,False
21827,26,MBFI,200,14.56,False
21828,26,MCOX,500,6.64,False
21829,26,MELA,1200,3.35,False
21830,26,MENT,3291,11.57,False
21831,26,MGAM,200,4.35,False
21832,26,MGEE,197,41.75,False
21833,26,MGIC,100,6.01,False
21834,26,MHLD,2500,7.68,False
21835,26,MINI,1097,18.54,False
21836,26,MLNK,500,6.73,False
21837,26,MPEL,743,6.14,False
21838,26,MSFT,238,26.01,True
21839,27,AAPL,121598,316.7155,False
21840,27,AAWW,300,55.3,False
21841,27,AAXJ,3553,62.2901,False
21842,27,ABAX,700,27.6,False
21843,27,ABCB,1346,9.9,False
21844,27,ABCD,331,2.99,False
21845,27,ABCO,900,48.79,False
21846,27,ABIO,500,3.68,False
21847,27,ABMD,600,11.81,False
21848,27,ACAD,200,0.68,False
21849,27,ACAS,20789,7.3082,False
21850,27,ACAT,500,15.11,False
21851,27,ACET,400,7.6944,False
21852,27,ACGL,7018,90.845,False
21853,27,ACHN,600,2.93,False
21854,27,ACIW,1139,26.37,False
21855,27,ACLS,4700,2.57,False
21856,27,ACOR,52600,26.3,False
21857,27,ACPW,4900,2.14,False
21858,27,ACTG,1500,27.45,False
21859,27,ACTS,200,2.09,False
21860,27,ACWI,200,44.74,False
21861,27,ACXM,8400,17.63,False
21862,27,ADAT,300,0.61,False
21863,27,ADBE,59480,28.44,False
21864,27,ADES,400,4.74,False
21865,27,ADP,31020,45.97,False
21866,27,ADRA,324,27.18,False
21867,27,ADRE,376,45.86,False
21868,27,ADSK,32204,36.34,False
21869,27,ADTN,7741,32.065,False
21870,27,ADVS,400,52.32,False
21871,27,AEIS,2777,12.0,False
21872,27,AEY,500,3.45,False
21873,27,AEZS,54410,1.43,False
21874,27,AFFX,1800,4.23,False
21875,27,AFOP,1900,10.48,False
21876,27,AFSI,3200,16.315,False
21877,27,AGEN,200,0.8995,False
21878,27,AGII,500,37.74,False
21879,27,AGNC,6050,29.4599,False
21880,27,AGYS,1100,5.03,False
21881,27,AHGP,200,46.12,False
21882,27,AIMC,1400,17.61,False
21883,27,AINV,6885,10.81,False
21884,27,AIRM,1000,50.19,False
21885,27,AIXG,3180,31.16,False
21886,27,AKAM,24225,53.385,False
21887,27,AKRX,200,5.23,False
21888,27,ALGN,6700,17.82,False
21889,27,ALGT,1900,51.43,False
21890,27,ALIM,100,11.69,False
21891,27,ALKS,2188,10.79,False
21892,27,ALLT,1400,8.699,False
21893,27,ALNY,3800,9.42,False
21894,27,ALOG,300,47.09,False
21895,27,ALSK,2756,10.63,False
21896,27,ALTR,79039,36.67,False
21897,27,ALXA,200,0.9117,False
21898,27,ALXN,9900,75.99,False
21899,27,AMAG,2369,15.79,False
21900,27,AMAT,41171,12.81,False
21901,27,AMCC,5196,9.6,False
21902,27,AMCF,3000,5.3299,False
21903,27,AMCN,2300,7.21,False
21904,27,AMED,1500,28.86,False
21905,27,AMGN,126301,53.37,False
21906,27,AMKR,22019,7.07,False
21907,27,AMNB,300,22.6699,False
21908,27,AMRB,3322,5.55,False
21909,27,AMRI,100,5.03,False
21910,27,AMRN,43728,5.73,False
21911,27,AMRS,5900,20.54,False
21912,27,AMSC,1500,33.83,False
21913,27,AMSF,100,18.83,False
21914,27,AMSG,100,18.79,False
21915,27,AMSWA,200,6.76,False
21916,27,AMWD,500,21.01,False
21917,27,AMZN,24999,178.75,False
21918,27,ANAC,17657,5.001,False
21919,27,ANAD,8700,6.82,False
21920,27,ANAT,100,78.82,False
21921,27,ANDE,3700,32.99,False
21922,27,ANGO,400,14.39,False
21923,27,ANSS,2931,50.653,False
21924,27,AOSL,100,11.61,False
21925,27,APAGF,400,38.34,False
21926,27,APEI,900,33.62,False
21927,27,APOG,400,11.69,False
21928,27,APOL,23655,34.6,False
21929,27,APPY,300,0.5628,False
21930,27,APRI,600,3.55,False
21931,27,ARAY,1200,6.09,False
21932,27,ARCC,9950,16.59,False
21933,27,AREX,1200,18.665,False
21934,27,ARIA,3100,4.13,False
21935,27,ARII,200,15.5,False
21936,27,ARLP,1473,63.491,False
21937,27,ARMH,74208,18.812,False
21938,27,ARNA,9900,1.4,False
21939,27,AROW,100,27.85,False
21940,27,ARQL,100,5.53,False
21941,27,ARRS,5385,10.275,False
21942,27,ARRY,3113,3.4,False
21943,27,ARTNA,500,18.74,False
21944,27,ARTW,1000,9.82,False
21945,27,ARUN,35505,23.0,False
21946,27,ARWR,5525,0.95,False
21947,27,ASBC,8323,12.97,False
21948,27,ASCMA,1000,31.23,False
21949,27,ASEI,100,81.94,False
21950,27,ASFI,2000,7.15,False
21951,27,ASMI,500,25.74,False
21952,27,ASML,29800,34.14,False
21953,27,ASPS,200,27.37,False
21954,27,ASTC,3700,1.19,False
21955,27,ASTE,600,31.37,False
21956,27,ASTI,18820,3.265,False
21957,27,ASTM,8150,2.5899,False
21958,27,ASUR,200,2.23,False
21959,27,ASYS,800,21.09,False
21960,27,ATAX,2230,5.2992,False
21961,27,ATEC,300,2.25,False
21962,27,ATHN,4230,43.359,False
21963,27,ATLO,151,20.03,False
21964,27,ATML,88253,10.68,False
21965,27,ATNI,700,34.32,False
21966,27,ATRC,100,8.95,False
21967,27,ATRM,1900,1.65,False
21968,27,ATRO,300,20.97,False
21969,27,ATSG,8400,7.64,False
21970,27,ATVI,31834,11.955,False
21971,27,AUBN,100,19.95,False
21972,27,AUDC,500,4.81,False
21973,27,AUXL,2200,19.1,False
21974,27,AVAV,1100,24.7,False
21975,27,AVEO,200,14.64,False
21976,27,AVGO,5525,26.78,False
21977,27,AVNR,49348,4.21,False
21978,27,AVNW,500,4.2,False
21979,27,AXAS,800,4.36,False
21980,27,AXTI,12650,8.68,False
21981,27,AZPN,2127,12.96,False
21982,27,BABY,800,13.11,False
21983,27,BAGL,700,12.91,False
21984,27,BANR,36550,1.5795,False
21985,27,BASI,3000,0.9,False
21986,27,BBBY,23833,44.62,False
21987,27,BBEP,7400,19.95,False
21988,27,BBOX,100,36.72,False
21989,27,BBRG,672,17.55,False
21990,27,BCPC,2040,31.3301,False
21991,27,BCRX,2879,5.11,False
21992,27,BDE,100,7.06,False
21993,27,BDSI,400,2.78,False
21994,27,BEAT,400,4.08,False
21995,27,BEAV,6900,36.35,False
21996,27,BEBE,9600,6.4,False
21997,27,BECN,300,17.6,False
21998,27,BELFB,100,22.53,False
21999,27,BGCP,4762,7.95,False
22000,27,BGFV,100,14.02,False
22001,27,BIDU,64540,106.835,False
22002,27,BIIB,21166,65.38,False
22003,27,BIOD,600,1.7,False
22004,27,BIOF,100,1.69,False
22005,27,BIOS,7300,4.2,False
22006,27,BIRT,4800,5.71,False
22007,27,BJRI,1200,37.33,False
22008,27,BKCC,2000,11.38,False
22009,27,BKMU,1100,4.68,False
22010,27,BKYF,1500,17.8,False
22011,27,BLDP,4500,1.4,False
22012,27,BLDR,100,1.63,False
22013,27,BLIN,5300,1.45,False
22014,27,BLKB,700,26.64,False
22015,27,BMRN,6400,27.07,False
22016,27,BMTC,3000,16.96,False
22017,27,BNCL,1400,7.87,False
22018,27,BNCN,900,8.91,False
22019,27,BOBE,1681,32.02,False
22020,27,BOCH,100,3.75,False
22021,27,BOKF,395,47.48,False
22022,27,BOLT,1850,13.2801,False
22023,27,BONT,1500,14.23,False
22024,27,BOOM,100,16.39,False
22025,27,BPFH,2320,5.47,False
22026,27,BPHX,400,1.83,False
22027,27,BPOP,9600,2.86,False
22028,27,BRCD,112930,5.0296,False
22029,27,BRCM,87493,45.9122,False
22030,27,BRKL,3200,10.01,False
22031,27,BRKR,4792,15.805,False
22032,27,BRKS,2717,7.63,False
22033,27,BRLI,100,21.11,False
22034,27,BSDM,6500,4.45,False
22035,27,BSFT,3300,22.86,False
22036,27,BSPM,6300,2.845,False
22037,27,BSRR,200,10.32,False
22038,27,BTUI,200,6.61,False
22039,27,BUSE,900,4.43,False
22040,27,BWEN,6600,1.96,False
22041,27,BWLD,1800,47.975,False
22042,27,CA,18300,23.5575,False
22043,27,CAAS,1700,15.082,False
22044,27,CADC,5050,3.88,False
22045,27,CAKE,6500,32.435,False
22046,27,CALI,1000,3.05,False
22047,27,CALL,250,27.94,False
22048,27,CALM,4000,31.15,False
22049,27,CAR,8188,13.61,False
22050,27,CASS,300,35.95,False
22051,27,CASY,2100,39.89,False
22052,27,CATM,11600,16.92,False
22053,27,CATY,2900,13.855,False
22054,27,CAVM,12749,38.13,False
22055,27,CBAK,12900,1.77,False
22056,27,CBLI,11991,6.8,False
22057,27,CBNK,800,12.32,False
22058,27,CBOE,900,23.94,False
22059,27,CBPO,5191,11.51,False
22060,27,CBRL,4400,52.77,False
22061,27,CBRX,3800,1.34,False
22062,27,CBSH,6105,38.27,False
22063,27,CBST,19150,21.74,False
22064,27,CCBG,200,12.59,False
22065,27,CCCL,100,7.39,False
22066,27,CCIH,300,28.15,False
22067,27,CCMP,2050,42.44,False
22068,27,CCOI,1700,12.31,False
22069,27,CCRN,200,7.95,False
22070,27,CCUR,700,4.84,False
22071,27,CDNS,9983,7.9125,False
22072,27,CDTI,300,17.755,False
22073,27,CDXS,700,9.89,False
22074,27,CDZI,600,11.43,False
22075,27,CECO,6800,17.97,False
22076,27,CELG,22719,60.27,False
22077,27,CENT,900,9.52,False
22078,27,CENTA,1800,9.65,False
22079,27,CENX,7402,14.16,False
22080,27,CERN,32689,92.04,False
22081,27,CERS,4300,2.42,False
22082,27,CETV,7900,19.43,False
22083,27,CEVA,3499,23.01,False
22084,27,CFFN,2300,23.35,False
22085,27,CFNL,1100,10.72,False
22086,27,CGNX,1500,28.77,False
22087,27,CHCI,300,0.99,False
22088,27,CHCO,200,32.55,False
22089,27,CHDN,200,40.44,False
22090,27,CHDX,600,15.94,False
22091,27,CHKP,11094,44.0,False
22092,27,CHLN,5300,2.39,False
22093,27,CHNR,300,16.0,False
22094,27,CHOP,2200,5.61,False
22095,27,CHRW,7059,75.11,False
22096,27,CIMT,112,2.39,False
22097,27,CINF,5550,30.74,False
22098,27,CISG,5583,22.23,False
22099,27,CIZN,640,18.02,False
22100,27,CJJD,6557,4.52,False
22101,27,CKEC,2087,8.53,False
22102,27,CKSW,3500,6.49,False
22103,27,CLCT,200,14.76,False
22104,27,CLDX,7100,4.18,False
22105,27,CLMS,100,11.97,False
22106,27,CLMT,1700,21.86,False
22107,27,CLNE,6578,13.6001,False
22108,27,CLSN,1600,2.9,False
22109,27,CLUB,3300,3.51,False
22110,27,CMCO,100,17.44,False
22111,27,CMCSA,657069,20.845,False
22112,27,CMCSK,87629,19.68,False
22113,27,CME,5362,296.2592,False
22114,27,CMLS,13100,3.545,False
22115,27,CMTL,3300,30.095,False
22116,27,CNIT,746,5.3,False
22117,27,CNMD,800,22.62,False
22118,27,CNQR,4310,52.48,False
22119,27,CNSL,600,18.65,False
22120,27,CNTF,1500,3.92,False
22121,27,CNYD,300,9.88,False
22122,27,COBZ,200,5.11,False
22123,27,COCO,69027,4.062,False
22124,27,COHR,600,42.72,False
22125,27,COHU,1300,14.97,False
22126,27,COKE,100,58.8,False
22127,27,COLB,88000,17.9,False
22128,27,COLM,700,56.95,False
22129,27,CONN,300,3.15,False
22130,27,COOL,7108,0.79,False
22131,27,CORE,300,36.67,False
22132,27,CORT,383,4.01,False
22133,27,COSI,1050,1.1199,False
22134,27,COST,22133,68.42,False
22135,27,COWN,200,4.26,False
22136,27,CPHD,2900,20.71,False
22137,27,CPIX,300,6.89,False
22138,27,CPLA,500,56.76,False
22139,27,CPLP,300,8.4,False
22140,27,CPRT,29591,33.95,False
22141,27,CPSI,100,47.09,False
22142,27,CPST,8412,0.79,False
22143,27,CPWR,7800,10.57,False
22144,27,CRAI,100,22.54,False
22145,27,CRAY,5100,7.22,False
22146,27,CRDC,5337,2.56,False
22147,27,CREE,33475,66.686,False
22148,27,CREG,1589,2.89,False
22149,27,CRESY,1600,18.88,False
22150,27,CRIS,3400,1.71,False
22151,27,CRME,1016,4.97,False
22152,27,CRMT,1000,25.43,False
22153,27,CRNT,2200,10.96,False
22154,27,CROX,19300,18.09,False
22155,27,CRRC,800,14.05,False
22156,27,CRUS,23230,15.505,False
22157,27,CRVL,1400,46.25,False
22158,27,CRWN,300,2.66,False
22159,27,CRZO,18431,29.81,False
22160,27,CSBK,500,9.46,False
22161,27,CSCD,8345,4.3,False
22162,27,CSCO,372249,19.315,False
22163,27,CSFL,400,7.16,False
22164,27,CSGP,400,54.1099,False
22165,27,CSGS,3440,18.97,False
22166,27,CSII,300,8.95,False
22167,27,CSIQ,6900,13.1699,False
22168,27,CSUN,1600,4.42,False
22169,27,CSWC,200,99.75,False
22170,27,CTAS,9809,27.68,False
22171,27,CTBI,500,28.0,False
22172,27,CTCM,500,22.94,False
22173,27,CTCT,37600,26.52,False
22174,27,CTHR,5500,2.7,False
22175,27,CTIB,500,5.8,False
22176,27,CTIC,16000,0.3758,False
22177,27,CTRN,500,23.64,False
22178,27,CTRP,18160,43.66,False
22179,27,CTSH,13240,66.37,False
22180,27,CTWS,389,25.24,False
22181,27,CTXS,14850,69.0,False
22182,27,CU,1444,37.7165,False
22183,27,CUBA,217,6.96,False
22184,27,CUTR,800,7.16,False
22185,27,CVBF,2800,8.0,False
22186,27,CVGI,8300,14.59,False
22187,27,CVGW,100,23.07,False
22188,27,CVLT,4900,29.56,False
22189,27,CVLY,1090,8.8001,False
22190,27,CVV,1300,7.5,False
22191,27,CWCO,1000,8.83,False
22192,27,CWST,400,4.55,False
22193,27,CXDC,700,5.49,False
22194,27,CY,87237,16.441,False
22195,27,CYBX,500,26.99,False
22196,27,CYCC,3603,1.84,False
22197,27,CYNO,200,9.8,False
22198,27,CYOU,9400,29.47,False
22199,27,CYTK,100,2.25,False
22200,27,CYTR,1511,1.03,False
22201,27,CYTX,400,4.61,False
22202,27,CZWI,2000,3.81,False
22203,27,DAKT,400,14.0,False
22204,27,DAVE,100,9.9204,False
22205,27,DCOM,14884,13.52,False
22206,27,DCTH,4800,10.13,False
22207,27,DENN,6391,3.74,False
22208,27,DEPO,15969,5.44,False
22209,27,DFZ,980,11.546,False
22210,27,DGICA,100,14.86,False
22211,27,DGII,400,10.0,False
22212,27,DGLY,5000,1.51,False
22213,27,DHIL,300,72.43,False
22214,27,DIOD,2800,25.13,False
22215,27,DISCA,56404,40.98,False
22216,27,DISCK,26100,35.83,False
22217,27,DISH,66638,18.55,False
22218,27,DLIA,700,1.71,False
22219,27,DLTR,8316,55.5,False
22220,27,DMLP,700,27.41,False
22221,27,DMND,600,47.07,False
22222,27,DMRC,1900,27.96,False
22223,27,DNDN,44140,37.18,False
22224,27,DORM,2830,41.61,False
22225,27,DOVR,100,3.1,False
22226,27,DRAD,200,2.13,False
22227,27,DRIV,8060,38.08,False
22228,27,DRRX,4100,3.16,False
22229,27,DRWI,800,7.46,False
22230,27,DRYS,18203,5.2183,False
22231,27,DSCO,15450,0.2021,False
22232,27,DSPG,400,7.94,False
22233,27,DTSI,1900,48.64,False
22234,27,DTV,55141,41.76,False
22235,27,DVAX,500,2.01,False
22236,27,DWA,1842,31.21,False
22237,27,DWSN,200,28.65,False
22238,27,DXCM,2900,11.87,False
22239,27,DXPE,1200,22.07,False
22240,27,DYAX,300,2.22,False
22241,27,EBAY,204371,29.5,False
22242,27,EBIX,6452,20.94,False
22243,27,EBSB,200,10.75,False
22244,27,ECHO,3090,11.55,False
22245,27,ECOL,200,16.14,False
22246,27,ECPG,3400,19.59,False
22247,27,EDAP,100,4.14,False
22248,27,EDMC,500,13.8,False
22249,27,EDS,1000,8.46,False
22250,27,EEFT,890,16.84,False
22251,27,EFII,200,13.19,False
22252,27,EFOI,1500,0.1,False
22253,27,EFSC,100,10.18,False
22254,27,EFUT,100,5.6,False
22255,27,EGBN,400,13.02,False
22256,27,EGHT,13900,2.81,False
22257,27,EGLE,4080,5.03,False
22258,27,EGOV,2000,8.56,False
22259,27,EHTH,3900,15.45,False
22260,27,ELGX,9700,5.84,False
22261,27,ELNK,1800,9.06,False
22262,27,ELON,500,9.81,False
22263,27,ELOS,400,9.9,False
22264,27,ELRC,100,15.11,False
22265,27,EMCI,100,22.28,False
22266,27,EMIF,953,33.2,False
22267,27,EMKR,450,1.2799,False
22268,27,EMMS,10575,0.58,False
22269,27,ENDP,14163,36.67,False
22270,27,ENOC,3368,25.5,False
22271,27,ENSG,800,21.9699,False
22272,27,ENTG,24746,6.89,False
22273,27,ENTR,14920,9.275,False
22274,27,ENZN,2075,11.27,False
22275,27,EPAY,7750,19.78,False
22276,27,EPIQ,900,13.07,False
22277,27,EQIX,5304,79.67,False
22278,27,ERIC,45267,10.55,False
22279,27,ERIE,200,62.58,False
22280,27,ERII,850,3.39,False
22281,27,EROC,1600,8.05,False
22282,27,ESCA,100,5.24,False
22283,27,ESEA,3100,3.82,False
22284,27,ESGR,100,84.19,False
22285,27,ESIO,12200,15.36,False
22286,27,ESLT,100,47.93,False
22287,27,ESRX,41667,54.39,False
22288,27,ESSA,100,13.15,False
22289,27,ETFC,10760,15.2701,False
22290,27,EVEP,1240,38.545,False
22291,27,EVOL,3750,7.88,False
22292,27,EWBC,7381,17.705,False
22293,27,EXAS,1500,6.03,False
22294,27,EXEL,47777,5.99,False
22295,27,EXFO,200,6.19,False
22296,27,EXLP,500,24.33,False
22297,27,EXLS,100,20.86,False
22298,27,EXPD,17594,54.7,False
22299,27,EXPE,20722,27.12,False
22300,27,EXTR,300,3.01,False
22301,27,EXXI,8324,24.46,False
22302,27,EZCH,10200,25.29,False
22303,27,EZPW,1800,25.97,False
22304,27,FALC,300,2.76,False
22305,27,FARM,100,17.42,False
22306,27,FARO,1800,27.22,False
22307,27,FAST,2500,54.83,False
22308,27,FBNC,800,14.62,False
22309,27,FCBC,700,14.0,False
22310,27,FCEL,1640,1.19,False
22311,27,FCFS,700,29.75,False
22312,27,FCNCA,200,176.25,False
22313,27,FCVA,1600,3.5,False
22314,27,FDML,100,18.9,False
22315,27,FEIC,1000,23.85,False
22316,27,FELE,2300,40.51,False
22317,27,FFBC,1400,17.24,False
22318,27,FFIC,100,13.59,False
22319,27,FFIV,82133,137.068,False
22320,27,FFNW,1600,3.32,False
22321,27,FHCO,1600,5.8,False
22322,27,FIBK,3000,14.0,False
22323,27,FINL,7000,18.32,False
22324,27,FISV,8520,56.77,False
22325,27,FITB,9009,12.02,False
22326,27,FIZZ,400,13.05,False
22327,27,FLEX,104676,7.35,False
22328,27,FLIC,400,26.38,False
22329,27,FLIR,12801,27.42,False
22330,27,FLWS,12100,2.03,False
22331,27,FLXS,300,17.21,False
22332,27,FMBI,7400,9.56,False
22333,27,FMER,6702,17.86,False
22334,27,FNFG,172141,12.445,False
22335,27,FNGN,600,17.0,False
22336,27,FNLC,100,14.35,False
22337,27,FNSR,24100,19.71,False
22338,27,FOLD,100,4.04,False
22339,27,FORM,35733,9.54,False
22340,27,FORR,100,35.33,False
22341,27,FOSL,4400,67.95,False
22342,27,FRED,200,13.02,False
22343,27,FRME,100,8.55,False
22344,27,FSBK,300,7.64,False
22345,27,FSLR,12556,125.85,False
22346,27,FSRV,100,26.65,False
22347,27,FSTR,200,35.84,False
22348,27,FSYS,7374,35.58,False
22349,27,FTEK,1000,7.41,False
22350,27,FTNT,6358,32.07,False
22351,27,FUBC,100,5.94,False
22352,27,FULL,200,8.38,False
22353,27,FULT,10277,8.79,False
22354,27,FUNC,200,3.1,False
22355,27,FUND,1500,7.22,False
22356,27,FWLT,30942,29.25,False
22357,27,FWRD,1600,28.165,False
22358,27,FXCB,200,10.5,False
22359,27,FXEN,1800,6.09,False
22360,27,GABC,100,17.68,False
22361,27,GAGA,6600,9.01,False
22362,27,GAIA,200,7.7,False
22363,27,GAIN,400,7.84,False
22364,27,GAME,17547,5.71,False
22365,27,GBCI,1100,13.47,False
22366,27,GBDC,100,16.57,False
22367,27,GBLI,100,19.42,False
22368,27,GBNK,9910,1.34,False
22369,27,GCBC,200,17.75,False
22370,27,GERN,9020,5.902,False
22371,27,GGAL,3300,15.98,False
22372,27,GHDX,600,18.9,False
22373,27,GIFI,400,27.15,False
22374,27,GIGA,1800,2.36,False
22375,27,GIGM,14436,1.4201,False
22376,27,GIII,1050,27.55,False
22377,27,GILD,84378,37.21,False
22378,27,GILT,100,4.84,False
22379,27,GLAD,300,11.49,False
22380,27,GLDD,9300,7.64,False
22381,27,GLNG,100,14.09,False
22382,27,GLUU,5400,2.14,False
22383,27,GMAN,100,13.12,False
22384,27,GMCR,42719,36.78,False
22385,27,GNCMA,1000,11.63,False
22386,27,GNTX,9300,21.7202,False
22387,27,GNVC,9700,0.475,False
22388,27,GOLD,10400,93.81,False
22389,27,GOOD,100,18.72,False
22390,27,GOOG,38468,569.5,False
22391,27,GPOR,1217,19.38,False
22392,27,GPRE,7382,11.14,False
22393,27,GPRO,2900,52.43,False
22394,27,GRMN,8688,29.56,False
22395,27,GROW,400,8.375,False
22396,27,GSBC,100,22.8,False
22397,27,GSIT,1700,7.61,False
22398,27,GSM,2900,16.45,False
22399,27,GSOL,300,9.34,False
22400,27,GTIV,2500,23.51,False
22401,27,GTLS,5855,32.22,False
22402,27,GTXI,238,2.89,False
22403,27,HA,8214,7.93,False
22404,27,HAFC,100,0.95,False
22405,27,HAIN,1951,26.88,False
22406,27,HALL,100,8.85,False
22407,27,HALO,6409,7.16,False
22408,27,HAS,6963,48.11,False
22409,27,HAWK,13700,8.2,False
22410,27,HAYN,700,40.105,False
22411,27,HBAN,30344,5.94,False
22412,27,HBHC,1200,32.53,False
22413,27,HCBK,11752,11.5201,False
22414,27,HCKT,3143,3.56,False
22415,27,HCSG,700,15.98,False
22416,27,HDNG,977,8.22,False
22417,27,HEES,400,10.3,False
22418,27,HELE,600,24.04,False
22419,27,HERO,6650,2.62,False
22420,27,HFWA,200,14.0,False
22421,27,HIBB,3200,34.324,False
22422,27,HILL,4200,1.82,False
22423,27,HIMX,2100,2.12,False
22424,27,HITT,400,58.91,False
22425,27,HLIT,6020,6.8101,False
22426,27,HMIN,700,47.33,False
22427,27,HMPR,5000,0.5,False
22428,27,HMSY,1750,64.54,False
22429,27,HNSN,8900,1.41,False
22430,27,HOLI,2400,13.7425,False
22431,27,HOLX,32864,17.14,False
22432,27,HOMB,200,21.3,False
22433,27,HPJ,100,3.43,False
22434,27,HRZN,300,14.84,False
22435,27,HSIC,4100,58.87,False
22436,27,HSII,400,21.18,False
22437,27,HSNI,2700,28.67,False
22438,27,HSTM,100,6.24,False
22439,27,HTCH,300,3.12,False
22440,27,HTHT,400,23.35,False
22441,27,HTLD,5410,15.775,False
22442,27,HTLF,1659,16.3,False
22443,27,HTWR,1100,93.77,False
22444,27,HUBG,1500,33.4,False
22445,27,HURN,6900,23.12,False
22446,27,HWAY,2500,9.84,False
22447,27,HWCC,200,10.85,False
22448,27,HWKN,100,44.05,False
22449,27,IACI,12115,28.74,False
22450,27,IART,1400,44.66,False
22451,27,IBB,23325,88.5805,False
22452,27,IBCP,500,1.19,False
22453,27,IBKC,1100,51.86,False
22454,27,IBKR,1800,18.02,False
22455,27,IBOC,9500,17.96,False
22456,27,ICAD,1900,1.45,False
22457,27,ICFI,400,24.23,False
