Time,Substream_ID,<ticker>,<vol>,<close>,Critical
34736,48,CADC,2400,3.96,False
34737,48,CAKE,10345,32.235,False
34738,48,CALD,200,4.8,False
34739,48,CALL,250,28.6,False
34740,48,CALM,500,31.12,False
34741,48,CAMP,4500,2.49,False
34742,48,CAMT,1400,2.52,False
34743,48,CAR,18000,13.76,False
34744,48,CASS,600,35.97,False
34745,48,CASY,3700,39.95,False
34746,48,CATM,12300,16.95,False
34747,48,CATY,5400,13.82,False
34748,48,CAVM,13230,38.31,False
34749,48,CBAK,2500,1.8116,False
34750,48,CBLI,800,6.8,False
34751,48,CBMX,500,1.96,False
34752,48,CBNJ,100,8.33,False
34753,48,CBOE,1703,23.99,False
34754,48,CBPO,200,11.5,False
34755,48,CBRL,1900,53.07,False
34756,48,CBRX,2500,1.35,False
34757,48,CBSH,3364,38.2825,False
34758,48,CBST,8285,21.745,False
34759,48,CCIH,1800,28.47,False
34760,48,CCMP,2600,41.98,False
34761,48,CCOI,2190,12.31,False
34762,48,CCRN,850,7.965,False
34763,48,CDNS,9496,7.95,False
34764,48,CDTI,580,17.0501,False
34765,48,CDXS,2510,9.98,False
34766,48,CDZI,1000,11.34,False
34767,48,CECO,10385,18.04,False
34768,48,CELG,24377,60.4,False
34769,48,CENT,2200,9.5,False
34770,48,CENTA,4600,9.6,False
34771,48,CENX,8756,14.15,False
34772,48,CERN,36761,92.97,False
34773,48,CERS,1900,2.42,False
34774,48,CETV,1941,19.28,False
34775,48,CEVA,4311,22.88,False
34776,48,CFFN,2996,23.36,False
34777,48,CGEN,1400,3.87,False
34778,48,CGNX,2290,28.84,False
34779,48,CHCO,400,32.55,False
34780,48,CHFC,202,21.46,False
34781,48,CHKE,100,20.03,False
34782,48,CHKP,9461,44.2526,False
34783,48,CHLN,200,2.38,False
34784,48,CHOP,1450,5.78,False
34785,48,CHRM,500,10.11,False
34786,48,CHRW,7105,75.36,False
34787,48,CHTR,100,34.37,False
34788,48,CIMT,200,2.27,False
34789,48,CINF,6801,30.82,False
34790,48,CISG,3625,22.24,False
34791,48,CJJD,700,4.48,False
34792,48,CKEC,600,8.51,False
34793,48,CKSW,1000,6.5,False
34794,48,CLCT,275,14.78,False
34795,48,CLDX,400,4.18,False
34796,48,CLFD,400,3.264,False
34797,48,CLMS,100,12.01,False
34798,48,CLMT,656,21.8978,False
34799,48,CLNE,3250,13.69,False
34800,48,CLSN,4000,2.892,False
34801,48,CMCO,300,17.37,False
34802,48,CMCSA,398819,20.89,False
34803,48,CMCSK,138621,19.715,False
34804,48,CME,9077,298.43,False
34805,48,CMLS,100,3.55,False
34806,48,CMTL,3100,30.12,False
34807,48,CNIT,900,5.31,False
34808,48,CNMD,1025,22.84,False
34809,48,CNQR,5116,52.67,False
34810,48,CNSL,100,18.65,False
34811,48,CNTF,4400,3.91,False
34812,48,CNYD,100,9.795,False
34813,48,COCO,36029,4.1202,False
34814,48,COHR,900,43.025,False
34815,48,COHU,100,14.88,False
34816,48,COKE,100,58.6,False
34817,48,COLB,1100,17.9,False
34818,48,COLM,600,56.99,False
34819,48,CONN,11973,3.25,False
34820,48,COOL,100,0.77,False
34821,48,CORE,300,36.54,False
34822,48,CORT,5250,4.09,False
34823,48,COST,16462,68.72,False
34824,48,COWN,100,4.3,False
34825,48,CPHD,4300,20.74,False
34826,48,CPIX,100,6.95,False
34827,48,CPLA,400,56.81,False
34828,48,CPLP,2200,8.3801,False
34829,48,CPRT,15100,33.97,False
34830,48,CPST,27731,0.79,False
34831,48,CPWR,18967,10.62,False
34832,48,CRAI,100,22.5,False
34833,48,CRAY,3956,7.28,False
34834,48,CRDC,100,2.6,False
34835,48,CREE,29437,66.89,False
34836,48,CRESY,400,19.0,False
34837,48,CRIS,2000,1.71,False
34838,48,CRME,2300,5.0,False
34839,48,CRMT,100,25.39,False
34840,48,CRNT,6300,11.02,False
34841,48,CROX,4278,18.05,False
34842,48,CRUS,33353,15.4,False
34843,48,CRVL,200,46.25,False
34844,48,CRWN,100,2.67,False
34845,48,CRZO,9812,30.01,False
34846,48,CSBK,100,9.55,False
34847,48,CSCO,1935170,19.3511,False
34848,48,CSFL,400,7.18,False
34849,48,CSGP,500,54.4,False
34850,48,CSGS,300,19.11,False
34851,48,CSII,2200,8.913,False
34852,48,CSIQ,9645,13.12,False
34853,48,CSUN,2600,4.43,False
34854,48,CTAS,7121,27.79,False
34855,48,CTBI,200,28.17,False
34856,48,CTCM,500,22.87,False
34857,48,CTCT,19083,26.5,False
34858,48,CTHR,1000,2.67,False
34859,48,CTIB,800,5.95,False
34860,48,CTIC,35431,0.3844,False
34861,48,CTRN,3100,23.56,False
34862,48,CTRP,19040,43.94,False
34863,48,CTSH,11618,66.75,False
34864,48,CTXS,13907,69.31,False
34865,48,CU,1483,38.2,False
34866,48,CUTR,600,7.14,False
34867,48,CVBF,3478,8.0,False
34868,48,CVGI,900,14.82,False
34869,48,CVGW,1700,23.32,False
34870,48,CVLT,800,29.57,False
34871,48,CVTI,500,8.66,False
34872,48,CWCO,300,8.83,False
34873,48,CWST,1395,4.38,False
34874,48,CXDC,1000,5.48,False
34875,48,CY,26827,16.45,False
34876,48,CYBE,1200,8.5,False
34877,48,CYBX,500,27.02,False
34878,48,CYCC,8400,1.84,False
34879,48,CYNO,100,9.83,False
34880,48,CYOU,1200,29.81,False
34881,48,CYTK,1200,2.23,False
34882,48,CYTR,300,1.04,False
34883,48,CYTX,310,4.648,False
34884,48,CZNC,1700,15.28,False
34885,48,DAKT,4800,14.03,False
34886,48,DARA,500,2.246,False
34887,48,DAVE,300,9.9,False
34888,48,DCOM,500,13.48,False
34889,48,DCTH,2762,10.12,False
34890,48,DENN,7283,3.75,False
34891,48,DEPO,1400,5.45,False
34892,48,DGII,100,9.99,False
34893,48,DGLY,2000,1.59,False
34894,48,DHRM,400,5.24,False
34895,48,DIOD,4300,25.08,False
34896,48,DISCA,18731,41.35,False
34897,48,DISCK,18973,36.13,False
34898,48,DISH,77171,18.39,False
34899,48,DLIA,700,1.71,False
34900,48,DLTR,7632,55.67,False
34901,48,DMLP,600,27.5,False
34902,48,DMND,2022,47.18,False
34903,48,DMRC,100,28.13,False
34904,48,DNDN,10950,37.19,False
34905,48,DORM,200,41.37,False
34906,48,DRAM,100,2.08,False
34907,48,DRIV,1100,38.22,False
34908,48,DRRX,800,3.14,False
34909,48,DRWI,9490,7.67,False
34910,48,DRYS,95642,5.19,False
34911,48,DSCO,3500,0.2045,False
34912,48,DSGX,16500,6.98,False
34913,48,DSPG,400,7.93,False
34914,48,DTSI,1920,48.83,False
34915,48,DTV,73378,41.81,False
34916,48,DVAX,100,2.02,False
34917,48,DWA,8805,31.23,False
34918,48,DWSN,200,28.931,False
34919,48,DXCM,26800,11.88,False
34920,48,DXPE,344,22.29,False
34921,48,DYAX,33870,2.16,False
34922,48,EBAY,111439,29.42,False
34923,48,EBIX,3200,21.06,False
34924,48,EBTC,1848,11.3601,False
34925,48,ECHO,4287,11.71,False
34926,48,ECOL,698,16.16,False
34927,48,ECPG,600,19.35,False
34928,48,EDAP,11400,4.14,False
34929,48,EDGW,100,2.89,False
34930,48,EDMC,1997,14.14,False
34931,48,EEFT,1700,16.87,False
34932,48,EFII,500,13.21,False
34933,48,EFOI,100,0.995,False
34934,48,EFUT,900,5.61,False
34935,48,EGBN,100,13.2,False
34936,48,EGHT,2300,2.8,False
34937,48,EGLE,600,5.05,False
34938,48,EGOV,700,8.59,False
34939,48,EHTH,200,15.61,False
34940,48,ELNK,2810,9.07,False
34941,48,ELON,200,9.8,False
34942,48,ELOS,900,9.9,False
34943,48,ELRC,100,15.09,False
34944,48,EMIF,200,33.28,False
34945,48,EMKR,13214,1.28,False
34946,48,EMMS,3200,0.5665,False
34947,48,ENDP,6584,36.88,False
34948,48,ENG,800,3.01,False
34949,48,ENOC,4925,26.68,False
34950,48,ENSG,3500,21.87,False
34951,48,ENTG,9877,6.87,False
34952,48,ENTR,21600,9.3962,False
34953,48,ENZN,1100,11.26,False
34954,48,EPAX,100,10.96,False
34955,48,EPAY,1590,19.86,False
34956,48,EPIQ,700,13.12,False
34957,48,EQIX,2400,79.64,False
34958,48,ERIC,130294,10.61,False
34959,48,ERIE,200,62.69,False
34960,48,ERII,1280,3.39,False
34961,48,EROC,1350,8.08,False
34962,48,ESEA,3200,3.77,False
34963,48,ESIO,4600,15.215,False
34964,48,ESRX,25375,54.38,False
34965,48,ETFC,19665,15.25,False
34966,48,EVEP,100,38.4001,False
34967,48,EVOL,5301,7.87,False
34968,48,EWBC,4300,17.485,False
34969,48,EXAS,1935,6.07,False
34970,48,EXEL,4200,5.98,False
34971,48,EXFO,100,6.19,False
34972,48,EXLP,400,24.29,False
34973,48,EXPD,8156,55.22,False
34974,48,EXPE,55180,26.98,False
34975,48,EXTR,2976,3.0,False
34976,48,EXXI,13984,24.57,False
34977,48,EZCH,700,25.41,False
34978,48,EZPW,10602,26.14,False
34979,48,FALC,500,2.78,False
34980,48,FARM,170,17.53,False
34981,48,FARO,600,27.01,False
34982,48,FAST,13769,54.94,False
34983,48,FCBC,200,14.15,False
34984,48,FCEL,5180,1.1989,False
34985,48,FCFS,100,29.71,False
34986,48,FCNCA,200,177.15,False
34987,48,FDEF,100,11.75,False
34988,48,FDML,600,18.94,False
34989,48,FEIC,1548,23.9,False
34990,48,FEIM,200,6.13,False
34991,48,FELE,400,40.58,False
34992,48,FFBC,1100,17.2,False
34993,48,FFIC,100,13.7175,False
34994,48,FFIN,100,49.54,False
34995,48,FFIV,29932,137.12,False
34996,48,FFNW,9300,3.3,False
34997,48,FIBK,300,14.38,False
34998,48,FINL,9953,18.53,False
34999,48,FISI,100,18.71,False
35000,48,FISV,19849,56.7,False
35001,48,FITB,174462,12.061,False
35002,48,FIZZ,375,13.15,False
35003,48,FLEX,22709,7.38,False
35004,48,FLIR,11037,27.67,False
35005,48,FLWS,1000,2.04,False
35006,48,FMBI,7500,9.6,False
35007,48,FMER,5327,17.835,False
35008,48,FNFG,31231,12.48,False
35009,48,FNGN,500,17.01,False
35010,48,FNLC,200,14.4,False
35011,48,FNSR,19633,19.82,False
35012,48,FOLD,400,4.12,False
35013,48,FORD,100,3.7501,False
35014,48,FORM,3950,9.56,False
35015,48,FORR,2194,35.25,False
35016,48,FORTY,1106,17.1399,False
35017,48,FOSL,4200,68.175,False
35018,48,FRBK,700,2.04,False
35019,48,FRED,400,12.99,False
35020,48,FREE,9720,3.92,False
35021,48,FRME,1400,8.65,False
35022,48,FSBK,100,7.82,False
35023,48,FSGI,200,0.63,False
35024,48,FSLR,10558,126.97,False
35025,48,FSTR,400,35.83,False
35026,48,FSYS,1473,35.61,False
35027,48,FTEK,800,7.37,False
35028,48,FTNT,5484,32.01,False
35029,48,FUBC,100,5.99,False
35030,48,FULT,4400,8.82,False
35031,48,FWLT,20917,29.43,False
35032,48,FWRD,400,28.185,False
35033,48,FXCB,100,10.45,False
35034,48,FXEN,500,6.0999,False
35035,48,GAGA,400,9.02,False
35036,48,GAIA,700,7.75,False
35037,48,GAIN,200,7.86,False
35038,48,GAME,13599,5.8,False
35039,48,GASS,100,5.12,False
35040,48,GBCI,9100,13.395,False
35041,48,GBDC,100,16.57,False
35042,48,GCBC,200,18.0,False
35043,48,GENC,200,7.1,False
35044,48,GERN,3787,5.92,False
35045,48,GGAL,57256,16.049,False
35046,48,GHDX,1400,18.8799,False
35047,48,GIFI,200,27.35,False
35048,48,GIGM,2300,1.43,False
35049,48,GIII,2290,27.5603,False
35050,48,GILD,139551,37.23,False
35051,48,GLAD,200,11.42,False
35052,48,GLDC,500,3.3464,False
35053,48,GLDD,3698,7.665,False
35054,48,GLNG,6900,14.05,False
35055,48,GLUU,2500,2.19,False
35056,48,GMAN,200,13.1924,False
35057,48,GMCR,12450,36.75,False
35058,48,GNCMA,300,11.65,False
35059,48,GNTX,8400,21.98,False
35060,48,GNVC,10100,0.4749,False
35061,48,GOLD,1800,93.81,False
35062,48,GOOD,300,18.7,False
35063,48,GOOG,15228,568.18,False
35064,48,GPIC,200,5.82,False
35065,48,GPOR,800,19.62,False
35066,48,GPRE,1400,11.02,False
35067,48,GPRO,1485,52.46,False
35068,48,GRMN,13474,29.96,False
35069,48,GROW,1200,8.41,False
35070,48,GSIT,700,7.585,False
35071,48,GSM,14400,16.505,False
35072,48,GSOL,2500,9.38,False
35073,48,GTIV,3700,23.33,False
35074,48,GTLS,1600,32.43,False
35075,48,GTXI,100,2.88,False
35076,48,HA,10900,8.0,False
35077,48,HAFC,10251,0.946,False
35078,48,HAIN,2100,26.955,False
35079,48,HALO,800,7.19,False
35080,48,HAS,3619,48.11,False
35081,48,HAWK,5383,8.2,False
35082,48,HAYN,500,40.34,False
35083,48,HBAN,122555,5.96,False
35084,48,HBHC,1800,32.44,False
35085,48,HBNK,500,10.27,False
35086,48,HCBK,19767,11.535,False
35087,48,HCKT,1200,3.57,False
35088,48,HCSG,1600,15.99,False
35089,48,HEES,300,10.22,False
35090,48,HELE,700,23.76,False
35091,48,HERO,2300,2.64,False
35092,48,HFWA,100,14.03,False
35093,48,HIBB,1400,34.63,False
35094,48,HILL,900,1.72,False
35095,48,HIMX,1502,2.0919,False
35096,48,HITT,200,58.93,False
35097,48,HLIT,5800,6.84,False
35098,48,HMIN,3400,47.21,False
35099,48,HMSY,1800,64.62,False
35100,48,HNSN,500,1.43,False
35101,48,HOFT,190,11.88,False
35102,48,HOLI,1100,13.71,False
35103,48,HOLX,25547,17.35,False
35104,48,HOMB,400,21.31,False
35105,48,HPJ,1900,3.41,False
35106,48,HRZN,300,14.87,False
35107,48,HSIC,3900,58.85,False
35108,48,HSII,500,21.19,False
35109,48,HSNI,2500,28.78,False
35110,48,HTCH,900,3.075,False
35111,48,HTHT,100,23.31,False
35112,48,HTLD,1200,15.82,False
35113,48,HTLF,759,16.22,False
35114,48,HTWR,900,93.76,False
35115,48,HUBG,700,33.54,False
35116,48,HURN,2600,23.0,False
35117,48,HWAY,700,9.77,False
35118,48,HWCC,500,10.84,False
35119,48,HWKN,100,44.06,False
35120,48,IACI,11459,28.89,False
35121,48,IART,5912,44.6,False
35122,48,IBCA,4200,2.15,False
35123,48,IBKC,500,52.03,False
35124,48,IBKR,23711,18.14,False
35125,48,IBOC,2869,18.0,False
35126,48,ICFI,300,24.2,False
35127,48,ICGE,1000,12.84,False
35128,48,ICLR,3331,20.29,False
35129,48,ICON,2200,19.2,False
35130,48,ICUI,700,37.13,False
35131,48,IDCC,5300,34.08,False
35132,48,IDIX,1900,4.09,False
35133,48,IDRA,600,2.48,False
35134,48,IDSA,186,10.747,False
35135,48,IDSY,200,2.63,False
35136,48,IDTI,6368,6.72,False
35137,48,IDXX,300,65.73,False
35138,48,IESC,600,3.26,False
35139,48,IFGL,9500,30.66,False
35140,48,IFSM,100,36.28,False
35141,48,IGTE,11470,19.62,False
35142,48,III,100,2.16,False
35143,48,IILG,5400,16.91,False
35144,48,IIVI,1654,41.58,False
35145,48,IKAN,3900,1.1581,False
35146,48,ILMN,7613,61.93,False
35147,48,IMGN,1680,8.6,False
35148,48,IMKTA,1250,19.54,False
35149,48,IMMR,200,5.98,False
35150,48,IMMU,3300,3.18,False
35151,48,IMOS,4055,1.46,False
35152,48,INAP,4981,5.285,False
35153,48,INCY,9900,14.68,False
35154,48,INDB,300,25.59,False
35155,48,INDY,8700,30.27,False
35156,48,INFA,4950,42.29,False
35157,48,INFI,300,6.4,False
35158,48,INFN,20613,8.34,False
35159,48,ININ,600,27.15,False
35160,48,INSM,100,0.6986,False
35161,48,INTC,305585,21.53,False
35162,48,INTU,23500,46.82,False
35163,48,INTX,300,10.46,False
35164,48,INWK,100,6.3,False
35165,48,IOSP,500,22.0,False
35166,48,IPAR,200,18.85,False
35167,48,IPAS,5400,1.2,False
35168,48,IPCC,999,60.9,False
35169,48,IPCM,1600,33.76,False
35170,48,IPGP,8572,30.51,False
35171,48,IPHS,1900,34.86,False
35172,48,IPXL,15832,17.88,False
35173,48,IRBT,12370,20.7,False
35174,48,IRDM,3798,9.41,False
35175,48,IRIX,1100,3.67,False
35176,48,IRWD,300,10.75,False
35177,48,ISBC,3359,12.41,False
35178,48,ISCA,3400,24.17,False
35179,48,ISIL,11193,13.06,False
35180,48,ISIS,4905,9.66,False
35181,48,ISLE,1326,9.32,False
35182,48,ISRG,7146,266.05,False
35183,48,ISSI,3374,8.271,False
35184,48,ITMN,1770,12.8901,False
35185,48,ITRI,5041,56.77,False
35186,48,ITRN,470,15.63,False
35187,48,IVAC,300,13.81,False
35188,48,IVAN,100,2.13,False
35189,48,IXYS,400,11.42,False
35190,48,JACK,400,20.24,False
35191,48,JAKK,872,19.555,False
35192,48,JASO,21228,7.0479,False
35193,48,JAZZ,6651,17.2,False
35194,48,JBHT,5938,37.54,False
35195,48,JBLU,60363,6.925,False
35196,48,JCOM,722,27.71,False
35197,48,JCS,500,14.1,False
35198,48,JDSU,17552,12.21,False
35199,48,JJSF,200,47.64,False
35200,48,JKHY,2200,28.23,False
35201,48,JMBA,800,2.08,False
35202,48,JOBS,300,53.3,False
35203,48,JOEZ,1500,1.62,False
35204,48,JOUT,100,13.05,False
35205,48,JRJC,100,7.52,False
35206,48,JST,100,10.3799,False
35207,48,JVA,100,3.87,False
35208,48,KALU,1527,48.935,False
35209,48,KBALB,900,6.2,False
35210,48,KCAP,2100,6.75,False
35211,48,KCLI,190,31.79,False
35212,48,KELYA,2400,18.4701,False
35213,48,KERX,1487,5.19,False
35214,48,KEYW,200,12.77,False
35215,48,KFRC,700,15.36,False
35216,48,KIRK,2400,12.0,False
35217,48,KLAC,15253,38.345,False
35218,48,KLIC,14824,6.83,False
35219,48,KNDI,6800,5.4199,False
35220,48,KONE,4218,4.04,False
35221,48,KOPN,513,4.12,False
35222,48,KOSS,400,5.23,False
35223,48,KTCC,500,5.5899,False
35224,48,KTOS,1445,10.68,False
35225,48,LABL,100,19.91,False
35226,48,LACO,1894,2.16,False
35227,48,LAMR,2464,37.9707,False
35228,48,LANC,600,53.26,False
35229,48,LAWS,420,20.7399,False
35230,48,LAYN,200,33.43,False
35231,48,LBAI,900,10.6,False
35232,48,LBTYA,32896,36.0,False
35233,48,LBTYK,3105,34.11,False
35234,48,LCUT,100,14.74,False
35235,48,LECO,800,62.73,False
35236,48,LFUS,1400,47.95,False
35237,48,LGCY,700,26.07,False
35238,48,LHCG,1090,26.93,False
35239,48,LINC,1400,15.04,False
35240,48,LINE,21375,36.75,False
35241,48,LINTA,18021,15.71,False
35242,48,LIOX,600,3.3,False
35243,48,LKFN,100,20.87,False
35244,48,LLNW,20355,6.9,False
35245,48,LLTC,20673,33.27,False
35246,48,LMIA,100,17.06,False
35247,48,LMNX,450,17.42,False
35248,48,LNCE,1100,23.52,False
35249,48,LNDC,700,6.39,False
35250,48,LOCM,900,3.845,False
35251,48,LOGI,7579,20.08,False
35252,48,LOGM,1900,45.91,False
35253,48,LOJN,400,4.87,False
35254,48,LONG,100,18.34,False
35255,48,LOPE,600,19.37,False
35256,48,LORL,400,73.44,False
35257,48,LPHI,1300,21.88,False
35258,48,LPLA,3480,34.81,False
35259,48,LPNT,16648,34.65,False
35260,48,LPSN,12889,9.74,False
35261,48,LQDT,300,15.79,False
35262,48,LRAD,200,2.64,False
35263,48,LRCX,11204,48.12,False
35264,48,LSCC,5950,4.77,False
35265,48,LSTR,11698,37.05,False
35266,48,LTRE,100,10.1,False
35267,48,LULU,11592,54.51,False
35268,48,LWAY,200,9.69,False
35269,48,LXRX,5632,1.39,False
35270,48,LYTS,400,8.78,False
35271,48,MAGS,200,3.18,False
35272,48,MANH,200,31.54,False
35273,48,MANT,715,40.12,False
35274,48,MASI,1647,32.16,False
35275,48,MAT,120162,25.6,False
35276,48,MATW,100,33.17,False
35277,48,MBFI,1200,14.57,False
35278,48,MBLX,5990,10.405,False
35279,48,MBTF,2000,1.59,False
35280,48,MBWM,100,6.68,False
35281,48,MCBC,3000,2.7,False
35282,48,MCGC,3900,7.1,False
35283,48,MCHP,14377,34.51,False
35284,48,MCHX,1700,7.43,False
35285,48,MCOX,39449,7.39,False
35286,48,MCRL,1508,12.85,False
35287,48,MCRS,3200,44.77,False
35288,48,MDAS,6900,19.49,False
35289,48,MDCA,400,14.47,False
35290,48,MDCI,1000,8.12,False
35291,48,MDCO,2936,13.49,False
35292,48,MDRX,27990,17.7,False
35293,48,MDSO,600,20.3,False
35294,48,MDVN,1100,11.32,False
35295,48,MEAS,2858,26.72,False
35296,48,MELA,35709,3.32,False
35297,48,MELI,6050,65.39,False
35298,48,MENT,5910,11.585,False
35299,48,MEOH,2900,29.9099,False
35300,48,MERC,1100,7.09,False
35301,48,MERU,1042,14.38,False
35302,48,METR,2101,10.1,False
35303,48,MFLX,300,24.21,False
35304,48,MFRI,100,7.67,False
35305,48,MGAM,400,4.49,False
35306,48,MGEE,700,42.01,False
35307,48,MGIC,12780,6.0,False
35308,48,MGLN,1800,49.48,False
35309,48,MGPI,100,9.22,False
35310,48,MGRC,1000,28.19,False
35311,48,MHGC,6135,7.87,False
35312,48,MHLD,100,7.69,False
35313,48,MIDD,716,82.18,False
35314,48,MIND,5000,9.3619,False
35315,48,MINI,900,18.47,False
35316,48,MITL,100,6.49,False
35317,48,MKSI,1536,21.48,False
35318,48,MKTX,1300,18.44,False
35319,48,MLHR,4882,22.59,False
35320,48,MLNK,3600,6.88,False
35321,48,MLNX,400,24.13,False
35322,48,MMLP,100,37.27,False
35323,48,MMSI,200,15.25,False
35324,48,MMYT,1100,27.54,False
35325,48,MNDO,300,2.32,False
35326,48,MNKD,14677,6.31,False
35327,48,MNRK,772,8.1304,False
35328,48,MNRO,2400,49.95,False
35329,48,MNTA,5100,15.43,False
35330,48,MNTX,3100,3.43,False
35331,48,MORN,900,50.41,False
35332,48,MOSY,200,4.13,False
35333,48,MOVE,1800,2.6,False
35334,48,MPAA,500,12.03,False
35335,48,MPEL,80271,6.23,False
35336,48,MPWR,8055,16.51,False
35337,48,MRCY,1500,19.0,False
35338,48,MRGE,2800,3.91,False
35339,48,MRTN,1100,22.31,False
