Time,Substream_ID,timestamp,jobId,machineId,status,priority,Critical
577,36,3853055741,6251915193,171449883,1,2,False
578,36,4050083144,6251915193,171449883,4,2,True
579,37,603308925,6251537638,1777057173,4,2,False
580,37,760962192,6251672941,1777057173,1,2,False
581,37,772866812,6251675508,1777057173,1,2,False
582,37,900185727,6251675508,1777057173,4,2,False
583,37,1321185559,6251672941,1777057173,5,2,False
584,37,1426242112,6251723929,1777057173,1,2,False
585,37,2100116040,6251778844,1777057173,1,2,False
586,37,2242917837,6221861800,1777057173,2,0,False
587,37,2242917845,6221861800,1777057173,2,0,False
588,37,2242917853,5402488769,1777057173,2,0,False
589,37,2242917862,6251812952,1777057173,1,2,False
590,37,2281193018,6251778844,1777057173,5,2,False
591,37,2374890343,6251723929,1777057173,4,2,False
592,37,2789566634,6251860459,1777057173,1,2,False
593,37,2990448145,6251860459,1777057173,4,2,False
594,37,3413249079,6251892565,1777057173,1,2,False
595,37,3509089461,6221861800,1777057173,1,0,False
596,37,4020184209,6251892565,1777057173,4,2,False
597,37,4210939408,5402488769,1777057173,1,0,False
598,37,4225975975,6251941721,1777057173,1,2,False
599,37,4423541837,6251941721,1777057173,4,2,False
600,37,4841052437,6251969145,1777057173,1,2,False
601,37,4843823825,6251812952,1777057173,4,2,False
602,37,5358152691,6251969145,1777057173,4,2,True
603,38,603308949,6251537638,6569649,4,2,False
604,38,1426240961,6251723929,6569649,1,2,False
605,38,2231826228,6238340468,6569649,2,0,False
606,38,2231826238,6251812952,6569649,1,2,False
607,38,2233017192,6221861800,6569649,1,0,False
608,38,2368076534,6251723929,6569649,4,2,False
609,38,2455305731,6210787313,6569649,1,0,False
610,38,3239656917,6251882848,6569649,1,2,False
611,38,3484678715,6251882848,6569649,4,2,False
612,38,3527453899,6251899333,6569649,1,2,False
613,38,3685966049,6251899333,6569649,4,2,False
614,38,3939579922,6251921741,6569649,1,2,False
615,38,4591565331,6251921741,6569649,4,2,False
616,38,4859636428,6251812952,6569649,4,2,False
617,38,5049920151,6251812952,6569649,1,2,False
618,38,5221609355,6251812952,6569649,4,2,True
619,39,603308972,6251537638,6568164,4,2,False
620,39,1442228833,6251726235,6568164,1,2,False
621,39,2242918175,6251726235,6568164,5,2,False
622,39,2247392575,6251726235,6568164,1,2,False
623,39,3147525562,6251726235,6568164,5,2,False
624,39,3239661074,6251882848,6568164,1,2,False
625,39,3477264497,6251882848,6568164,4,2,False
626,39,3527455518,6251899333,6568164,1,2,False
627,39,3701379314,6251899333,6568164,4,2,False
628,39,3853050404,6251915193,6568164,1,2,False
629,39,4081201268,6251915193,6568164,4,2,False
630,39,4853925431,6251974185,6568164,1,2,False
631,39,5519894071,6251974185,6568164,4,2,True
632,40,603309002,6251537638,766872189,4,2,False
633,40,719261729,6251495621,766872189,4,2,False
634,40,1442206191,6251726235,766872189,1,2,False
635,40,1601625155,6251753305,766872189,1,2,False
636,40,1739109337,6251753305,766872189,4,2,False
637,40,2102288022,6251779174,766872189,1,2,False
638,40,2140242252,6251784940,766872189,1,2,False
639,40,2242918282,6221861800,766872189,2,0,False
640,40,2242918290,6221861800,766872189,2,0,False
641,40,2242918299,6251812952,766872189,1,2,False
642,40,2560390649,6251784940,766872189,5,2,False
643,40,2563573355,6251779174,766872189,4,2,False
644,40,2640763319,6251849958,766872189,1,2,False
645,40,2824069113,6251849958,766872189,4,2,False
646,40,3076473427,6251726235,766872189,4,2,False
647,40,3413240546,6251892565,766872189,1,2,False
648,40,3527464274,6251899333,766872189,1,2,False
649,40,3685966128,6251899333,766872189,4,2,False
650,40,4035235361,6251892565,766872189,4,2,False
651,40,4207126360,6251938667,766872189,1,0,False
652,40,4344459538,6251938667,766872189,4,0,False
653,40,4980097751,6251812952,766872189,4,2,True
654,41,603309025,6251537638,6565167,4,2,False
655,41,1277988512,6251539840,6565167,4,2,False
656,41,1358494666,515042969,6565167,1,0,False
657,41,1403786362,515042969,6565167,1,0,False
658,41,1426235610,6251722714,6565167,1,2,False
659,41,1426237180,6251723929,6565167,1,2,False
660,41,1806054604,6251722714,6565167,4,2,False
661,41,2102282884,6251779174,6565167,1,2,False
662,41,2140240210,6251784940,6565167,1,2,False
663,41,2237591399,6238340468,6565167,1,0,False
664,41,2494627603,6251784940,6565167,4,2,False
665,41,2582810183,6251779174,6565167,4,2,False
666,41,2759864700,6251723929,6565167,4,2,False
667,41,3551562362,6251904229,6565167,1,2,False
668,41,3939586883,6251921741,6565167,1,2,False
669,41,4035235393,6251904229,6565167,4,2,False
670,41,4591565436,6251921741,6565167,4,2,True
671,42,603309032,6251537638,902367,4,2,False
672,42,763197737,6251674199,902367,1,2,False
673,42,780924067,6251640760,902367,4,2,False
674,42,947411600,6251674199,902367,4,2,False
675,42,955010034,515042969,902367,1,0,False
676,42,1041404823,515042969,902367,1,0,False
677,42,1300580471,515042969,902367,1,0,False
678,42,1442207136,6251726235,902367,1,2,False
679,42,1601629651,6251753305,902367,1,2,False
680,42,1747245104,6251753305,902367,4,2,False
681,42,2205327593,6251812952,902367,1,2,False
682,42,3076473486,6251726235,902367,4,2,False
683,42,5603604225,6251812952,902367,4,2,True
684,43,603309063,6251537638,2851263,4,2,False
685,43,872246760,6251687275,2851263,1,2,False
686,43,1136304923,6251703557,2851263,1,2,False
687,43,1339325903,6251687275,2851263,4,2,False
688,43,1442187409,6251725155,2851263,1,2,False
689,43,1855183777,6251725155,2851263,4,2,False
690,43,2102281190,6251779174,2851263,1,2,False
691,43,2546786803,6251779174,2851263,4,2,False
692,43,2789563326,6251860459,2851263,1,2,False
693,43,2959979524,6251860459,2851263,4,2,False
694,43,3160779132,6251703557,2851263,4,2,False
695,43,3239663725,6251882848,2851263,1,2,False
696,43,3484678987,6251882848,2851263,4,2,False
697,43,3853047445,6251915193,2851263,1,2,False
698,43,4020184492,6251915193,2851263,4,2,True
699,44,940572386,6251674199,294771763,4,2,False
700,44,1400589168,6251717526,294771763,1,2,False
701,44,1426252083,6251723929,294771763,1,2,False
702,44,1708084300,6251717526,294771763,4,2,False
703,44,2151672730,6251795690,294771763,1,2,False
704,44,2641295693,6251795690,294771763,4,2,False
705,44,2782498735,6251723929,294771763,4,2,False
706,44,2852994211,6251866953,294771763,1,2,False
707,44,3015036052,6251866953,294771763,4,2,False
708,44,3413249849,6251892565,294771763,1,2,False
709,44,3939581285,6251921741,294771763,1,2,False
710,44,4050970942,6251892565,294771763,4,2,False
711,44,4592281378,6251921741,294771763,4,2,False
712,44,4841050990,6251969145,294771763,1,2,False
713,44,5351193282,6251969145,294771763,4,2,True
714,45,604046226,6251537638,70169725,4,2,False
715,45,1426239152,6251723929,70169725,1,2,False
716,45,2144408252,6251787910,70169725,1,2,False
717,45,2386062850,6251723929,70169725,4,2,False
718,45,2489666201,6251845818,70169725,1,2,False
719,45,2547623052,6251787910,70169725,4,2,False
720,45,2852992837,6251866953,70169725,1,2,False
721,45,3008040297,6251866953,70169725,4,2,False
722,45,3221735099,6251845818,70169725,4,2,False
723,45,3239662519,6251882848,70169725,1,2,False
724,45,3478009411,6251882848,70169725,4,2,False
725,45,3527454336,6251899333,70169725,1,2,False
726,45,3789398199,6251899333,70169725,4,2,False
727,45,4853936840,6251974185,70169725,1,2,False
728,45,5476106946,6251974185,70169725,4,2,True
729,46,604046271,6251639640,258716692,4,9,False
730,46,760954249,6251672941,258716692,1,2,False
731,46,790184389,6251537638,258716692,4,2,False
732,46,1149271771,6251672941,258716692,4,2,False
733,46,1442211769,6251726235,258716692,1,2,False
734,46,1576881161,6251752722,258716692,1,9,False
735,46,2095201204,6251752722,258716692,4,9,False
736,46,2140249129,6251784940,258716692,1,2,False
737,46,2243858055,6221861800,258716692,2,0,False
738,46,2243858064,6251812952,258716692,1,2,False
739,46,2495459876,6251784940,258716692,4,2,False
740,46,2640762319,6251849958,258716692,1,2,False
741,46,2921571073,6251849958,258716692,4,2,False
742,46,3147523543,6251726235,258716692,5,2,False
743,46,5019594772,6251812952,258716692,4,2,True
744,47,604046528,6251537638,336036862,4,2,False
745,47,760960978,6251672941,336036862,1,2,False
746,47,763189535,6251674199,336036862,1,2,False
747,47,930859697,6251674199,336036862,4,2,False
748,47,977564736,6251672941,336036862,4,2,False
749,47,1373716136,6251712256,336036862,1,2,False
750,47,1426227035,6251722714,336036862,1,2,False
751,47,1601636465,6251753305,336036862,1,2,False
752,47,1731478507,6251712256,336036862,4,2,False
753,47,1780076281,6251753305,336036862,4,2,False
754,47,1840471788,6251722714,336036862,4,2,False
755,47,2126554122,6251784165,336036862,1,2,False
756,47,2151673309,6251795690,336036862,1,2,False
757,47,2243859118,6251784165,336036862,4,2,False
758,47,2247396037,6238340468,336036862,1,0,False
759,47,2633518569,6251795690,336036862,4,2,False
760,47,2640769609,6251849958,336036862,1,2,False
761,47,2832494553,6251849958,336036862,4,2,False
762,47,3551562475,6251904229,336036862,1,2,False
763,47,4853934771,6251974185,336036862,1,2,False
764,47,4952026926,6251982423,336036862,1,2,False
765,47,5276596407,6251982423,336036862,4,2,False
766,47,5374091078,6251974185,336036862,4,2,False
767,47,5563518211,6251904229,336036862,4,2,True
768,48,604046656,6251537638,4479488965,4,2,False
769,48,1426221035,6251722714,4479488965,1,2,False
770,48,1426244702,6251723929,4479488965,1,2,False
771,48,1587995422,6251532251,4479488965,5,2,False
772,48,1832662723,6251722714,4479488965,4,2,False
773,48,2140236126,6251784940,4479488965,1,2,False
774,48,2151672272,6251795690,4479488965,1,2,False
775,48,2560390170,6251784940,4479488965,5,2,False
776,48,2633518801,6251795690,4479488965,4,2,False
777,48,2640769399,6251849958,4479488965,1,2,False
778,48,2768330194,6251723929,4479488965,4,2,False
779,48,2789568648,6251860459,4479488965,1,2,False
780,48,2840007169,6251849958,4479488965,4,2,False
781,48,2991162606,6251860459,4479488965,4,2,False
782,48,4225970468,6251941721,4479488965,1,2,False
783,48,4352519755,6251941721,4479488965,4,2,False
784,48,4853939041,6251974185,4479488965,1,2,False
785,48,4952042772,6251983768,4479488965,1,0,False
786,48,5019595355,6251983768,4479488965,4,0,True
787,49,604046691,6251537638,599770,4,2,False
788,49,1373714051,6251712256,599770,1,2,False
789,49,1740176981,6251712256,599770,4,2,False
790,49,2140250097,6251784940,599770,1,2,False
791,49,2244975747,5912313637,599770,1,0,False
792,49,2495460846,6251784940,599770,4,2,False
793,49,2789558790,6251860459,599770,1,2,False
794,49,2960754477,6251860459,599770,4,2,False
795,49,3551552551,6251904229,599770,1,2,False
796,49,4172518780,6251904229,599770,4,2,True
797,50,604046782,6251537638,3890293102,4,2,False
798,50,612116607,515042969,3890293102,1,0,False
799,50,698456071,515042969,3890293102,1,0,False
800,50,763194952,6251674199,3890293102,1,2,False
801,50,922771812,6251674199,3890293102,4,2,False
802,50,948092741,515042969,3890293102,1,0,False
803,50,1057675762,515042969,3890293102,1,0,False
804,50,1126884739,515042969,3890293102,1,0,False
805,50,1244665698,515042969,3890293102,1,0,False
806,50,1348852469,515042969,3890293102,1,0,False
807,50,1373709245,6251712256,3890293102,1,2,False
808,50,1792052283,6251712256,3890293102,5,2,False
809,50,2144396176,6251787910,3890293102,1,2,False
810,50,2583916598,6251787910,3890293102,4,2,False
811,50,2852993567,6251866953,3890293102,1,2,False
812,50,3060295521,6251866953,3890293102,4,2,False
813,50,4081128727,515042969,3890293102,1,0,False
814,50,4367041554,6251951306,3890293102,1,2,False
815,50,4592282086,6251951306,3890293102,4,2,True
816,51,604046822,6251537638,717265,4,2,False
817,51,1072994834,6251539840,717265,4,2,False
818,51,1442221275,6251726235,717265,1,2,False
819,51,1601626458,6251753305,717265,1,2,False
820,51,1748062973,6251753305,717265,4,2,False
821,51,2102274580,6251779174,717265,1,2,False
822,51,2178756116,6251803864,717265,1,2,False
823,51,2243860231,6238340468,717265,2,0,False
824,51,2243860241,6251812952,717265,1,2,False
825,51,2583916653,6251779174,717265,4,2,False
826,51,2848944687,6251803864,717265,4,2,False
827,51,3084837810,6251726235,717265,4,2,False
828,51,3853055395,6251915193,717265,1,2,False
829,51,3939594897,6251921741,717265,1,2,False
830,51,4110575916,6251915193,717265,4,2,False
831,51,4592282140,6251921741,717265,4,2,False
832,51,4841050696,6251969145,717265,1,2,False
833,51,4853934069,6251974185,717265,1,2,False
834,51,4860482407,6251812952,717265,4,2,False
835,51,5384781669,6251969145,717265,5,2,False
836,51,5520610213,6251974185,717265,4,2,True
837,52,604046939,6251537638,1095517,4,2,False
838,52,760960922,6251672941,1095517,1,2,False
839,52,984914126,6251672941,1095517,4,2,False
840,52,1215666259,6251539840,1095517,4,2,False
841,52,1426245390,6251723929,1095517,1,2,False
842,52,1442208596,6251726235,1095517,1,2,False
843,52,2140230189,6251784940,1095517,1,2,False
844,52,2151668923,6251795690,1095517,1,2,False
845,52,2178740757,6251803864,1095517,1,2,False
846,52,2495461502,6251784940,1095517,4,2,False
847,52,2633519269,6251723929,1095517,4,2,False
848,52,2633519275,6251795690,1095517,4,2,False
849,52,3145559312,6251726235,1095517,4,2,False
850,52,3275447519,6251803864,1095517,4,2,False
851,52,3853051260,6251915193,1095517,1,2,False
852,52,3939583053,6251921741,1095517,1,2,False
853,52,4043309793,6251915193,1095517,4,2,False
854,52,4592282247,6251921741,1095517,4,2,True
855,53,1083532307,6251539840,257347049,4,2,False
856,53,1084999324,6218406404,257347049,1,0,False
857,53,1373721150,6251712256,257347049,1,2,False
858,53,1442189444,6251725155,257347049,1,2,False
859,53,1442224506,6251726235,257347049,1,2,False
860,53,1601621635,6251753305,257347049,1,2,False
861,53,1727184927,6251712256,257347049,4,2,False
862,53,2032784293,6251725155,257347049,4,2,False
863,53,2178749827,6251803864,257347049,1,2,False
864,53,2205321422,6251812952,257347049,1,2,False
865,53,2756936468,6251753305,257347049,5,2,False
866,53,3088292335,6251726235,257347049,4,2,False
867,53,3239660354,6251882848,257347049,1,2,False
868,53,3450333729,6251882848,257347049,4,2,False
869,53,3474308236,6251803864,257347049,5,2,False
870,53,3551555290,6251904229,257347049,1,2,False
871,53,4232478102,6251904229,257347049,4,2,False
872,53,5031216838,6251812952,257347049,4,2,True
873,54,604830692,6251537638,1677088523,4,2,False
874,54,760964182,6251672941,1677088523,1,2,False
875,54,978349164,6251672941,1677088523,4,2,False
876,54,1400579866,6251717526,1677088523,1,2,False
877,54,1694275144,6251717526,1677088523,4,2,False
878,54,2140248660,6251784940,1677088523,1,2,False
879,54,2247396687,6238340468,1677088523,1,0,False
880,54,2496353509,6251784940,1677088523,4,2,True
881,55,675251705,6251639646,974254,4,9,False
882,55,1400577270,6251717526,974254,1,2,False
883,55,1703235333,6251717526,974254,4,2,False
884,55,2178750781,6251803864,974254,1,2,False
885,55,2225921380,6221861800,974254,1,0,False
886,55,2851521164,6251803864,974254,4,2,False
887,55,3527462001,6251899333,974254,1,2,False
888,55,3688915358,6251899333,974254,4,2,False
889,55,4225972794,6251941721,974254,1,2,False
890,55,4404468681,6251941721,974254,4,2,False
891,55,4742107959,6251915102,974254,1,9,False
892,55,4814181041,6251915102,974254,4,9,True
893,56,1082062393,6251672941,97964886,4,2,False
894,56,1109626961,6251699911,97964886,1,0,False
895,56,2178754212,6251803864,97964886,1,2,False
896,56,2235283635,6251699911,97964886,2,0,False
897,56,2235283645,6251812952,97964886,1,2,False
898,56,2789558664,6251860459,97964886,1,2,False
899,56,2915613332,6251803864,97964886,4,2,False
900,56,2994330326,6251860459,97964886,5,2,False
901,56,3939580313,6251921741,97964886,1,2,False
902,56,4587012218,6251921741,97964886,4,2,False
903,56,4813471273,6251812952,97964886,4,2,True
904,57,948109295,6251674199,478267408,4,2,False
905,57,981485074,515042969,478267408,1,0,False
906,57,1217780651,515042969,478267408,1,0,False
907,57,1373719804,6251712256,478267408,1,2,False
908,57,1400577636,6251717526,478267408,1,2,False
909,57,1574503556,6251749537,478267408,1,2,False
910,57,1715633021,6251712256,478267408,4,2,False
911,57,1731478332,6251717526,478267408,4,2,False
912,57,1780076130,6251749537,478267408,4,2,False
913,57,1798384895,6251540546,478267408,4,2,False
914,57,1800491963,6218406404,478267408,1,0,False
915,57,1848423359,6251532251,478267408,4,2,False
916,57,2144404401,6251787910,478267408,1,2,False
917,57,2178757976,6251803864,478267408,1,2,False
918,57,2243858822,6218406404,478267408,2,0,False
919,57,2243858831,6251812952,478267408,1,2,False
920,57,2539067823,6251787910,478267408,4,2,False
921,57,2544686611,515042969,478267408,1,0,False
922,57,2789568073,6251860459,478267408,1,2,False
923,57,2991162343,6251860459,478267408,4,2,False
924,57,3077231425,6251803864,478267408,4,2,False
925,57,3078705542,6218406404,478267408,1,0,False
926,57,4841048028,6251969145,478267408,1,2,False
927,57,4965448616,6251812952,478267408,4,2,False
928,57,5358995909,6251969145,478267408,4,2,True
929,58,750521817,6251640760,4820092151,4,2,False
930,58,1442186408,6251725155,4820092151,1,2,False
931,58,1851653173,6251540546,4820092151,4,2,False
932,58,1851653179,6251725155,4820092151,4,2,False
933,58,2140251258,6251784940,4820092151,1,2,False
934,58,2178741792,6251803864,4820092151,1,2,False
935,58,2499429670,6251784940,4820092151,4,2,False
936,58,2852999456,6251866953,4820092151,1,2,False
937,58,2894077397,6251803864,4820092151,4,2,False
938,58,2972304482,6250345153,4820092151,4,0,False
939,58,3001777930,6251866953,4820092151,4,2,False
940,58,3095126491,6251878529,4820092151,1,2,False
941,58,3239659989,6251882848,4820092151,1,2,False
942,58,3767463040,6251882848,4820092151,5,2,False
943,58,4053688808,6251929399,4820092151,1,0,False
944,58,4208266470,6251929399,4820092151,4,0,False
945,58,4535403464,6251878529,4820092151,4,2,False
946,58,4952027786,6251982423,4820092151,1,2,False
947,58,5264282758,6251982423,4820092151,4,2,True
948,59,606685507,6251537638,682861,4,2,False
949,59,669326755,6251648255,682861,5,2,False
950,59,671216204,6218406404,682861,1,0,False
951,59,1400590978,6251717526,682861,1,2,False
952,59,1442214842,6251726235,682861,1,2,False
953,59,2047361229,6251717526,682861,4,2,False
954,59,2144399712,6251787910,682861,1,2,False
955,59,2236548577,6218406404,682861,2,0,False
956,59,2236548586,6251812952,682861,1,2,False
957,59,2542053417,6251787910,682861,4,2,False
958,59,3109910611,6251726235,682861,4,2,False
959,59,4906825306,6251812952,682861,4,2,True
960,60,606685515,6251537638,1473177019,4,2,False
961,60,1601626618,6251753305,1473177019,1,2,False
962,60,1726356479,6251753305,1473177019,4,2,False
963,60,2178756687,6251803864,1473177019,1,2,False
964,60,3472232698,6251803864,1473177019,4,2,False
965,60,4853928732,6251974185,1473177019,1,2,False
966,60,5415693185,6251974185,1473177019,4,2,True
967,61,606685659,6251537638,336048124,4,2,False
968,61,763197209,6251674199,336048124,1,2,False
969,61,910901666,6251674199,336048124,4,2,False
970,61,1373708749,6251712256,336048124,1,2,False
971,61,1718247738,6251712256,336048124,4,2,False
972,61,2151673640,6251795690,336048124,1,2,False
973,61,2731041709,6251795690,336048124,4,2,False
974,61,2789553191,6251860459,336048124,1,2,False
975,61,2948569193,6251860459,336048124,4,2,False
976,61,3239664709,6251882848,336048124,1,2,False
977,61,3597796088,6251882848,336048124,4,2,False
978,61,4053688095,6251929399,336048124,1,0,False
979,61,4207468709,6251929399,336048124,4,0,True
980,62,1330775105,6251687275,4132907989,4,2,False
981,62,1344251927,515042969,4132907989,1,0,False
982,62,1446176865,515042969,4132907989,1,0,False
983,62,1579791127,515042969,4132907989,1,0,False
984,62,1643695289,6251480469,4132907989,4,2,False
985,62,1645693161,6218406404,4132907989,1,0,False
986,62,1645693170,6218406404,4132907989,1,0,False
987,62,2102280815,6251779174,4132907989,1,2,False
988,62,2178759213,6251803864,4132907989,1,2,False
989,62,2205320539,6251812952,4132907989,1,2,False
990,62,2451073217,6218406404,4132907989,2,0,False
991,62,2451073225,6218406404,4132907989,2,0,False
992,62,2451073233,6218406404,4132907989,2,0,False
993,62,2451073242,6251625636,4132907989,1,1,False
994,62,2451907288,515042969,4132907989,1,0,False
995,62,2478367062,515042969,4132907989,1,0,False
996,62,2527240796,515042969,4132907989,1,0,False
997,62,2560393264,6251779174,4132907989,4,2,False
998,62,2563245091,6218406404,4132907989,1,0,False
999,62,2852999666,6251866953,4132907989,1,2,False
1000,62,3058046666,6251866953,4132907989,4,2,False
1001,62,3089946446,6251803864,4132907989,4,2,False
1002,62,3239657575,6251882848,4132907989,1,2,False
1003,62,3413252561,6251892565,4132907989,1,2,False
1004,62,3444472678,6251882848,4132907989,4,2,False
1005,62,4026045045,6251892565,4132907989,4,2,False
1006,62,4225981927,6251941721,4132907989,1,2,False
1007,62,4349992036,6251941721,4132907989,4,2,False
1008,62,4639562237,6225099547,4132907989,1,2,False
1009,62,4853938845,6251974185,4132907989,1,2,False
1010,62,4865930655,6251812952,4132907989,5,2,False
1011,62,4999473685,6251812952,4132907989,1,2,False
1012,62,5212838621,6251812952,4132907989,4,2,False
1013,62,5480743473,6251974185,4132907989,4,2,True
1014,63,739547779,6251640760,854729478,4,2,False
1015,63,872244329,6251687275,854729478,1,2,False
1016,63,1442204786,6251726235,854729478,1,2,False
1017,63,1488850638,6251687275,854729478,4,2,False
1018,63,1601620809,6251753305,854729478,1,2,False
1019,63,1756984858,6251753305,854729478,4,2,False
1020,63,2140230833,6251784940,854729478,1,2,False
1021,63,2487116507,6251784940,854729478,4,2,False
1022,63,3114125473,6251726235,854729478,4,2,False
1023,63,3312910196,515042969,854729478,1,0,False
1024,63,3551550359,6251904229,854729478,1,2,False
1025,63,4012517948,6251904229,854729478,4,2,False
1026,63,4188142068,6251933641,854729478,1,2,False
1027,63,4207124800,6251938667,854729478,1,0,False
1028,63,4344459011,6251938667,854729478,4,0,False
1029,63,4367043693,6251951306,854729478,1,2,False
1030,63,4576921608,6251951306,854729478,4,2,False
1031,63,4948936007,6251983681,854729478,1,0,False
1032,63,5027225049,6251983681,854729478,4,0,True
1033,64,607403378,6251537638,4820028611,4,2,False
1034,64,1400589805,6251717526,4820028611,1,2,False
1035,64,1426250611,6251723929,4820028611,1,2,False
1036,64,1442193795,6251725155,4820028611,1,2,False
1037,64,1802245909,6251725155,4820028611,5,2,False
1038,64,2048432937,6251717526,4820028611,4,2,False
1039,64,2140235232,6251784940,4820028611,1,2,False
1040,64,2151675269,6251795690,4820028611,1,2,False
1041,64,2237734061,6238340468,4820028611,2,0,False
1042,64,2237734071,6251812952,4820028611,1,2,False
1043,64,2510010884,6251784940,4820028611,4,2,False
1044,64,2611492096,6251723929,4820028611,4,2,False
1045,64,2828098248,6251795690,4820028611,4,2,False
1046,64,3239660508,6251882848,4820028611,1,2,False
1047,64,3566998240,6251882848,4820028611,4,2,False
1048,64,3853051176,6251915193,4820028611,1,2,False
1049,64,4024457234,6251915193,4820028611,4,2,False
1050,64,4367043236,6251951306,4820028611,1,2,False
1051,64,4625912837,6251951306,4820028611,4,2,False
1052,64,4853938414,6251974185,4820028611,1,2,False
1053,64,4882919220,6251812952,4820028611,4,2,True
1054,65,607403562,6251537638,30269957,4,2,False
1055,65,872258723,6251687275,30269957,1,2,False
1056,65,1328508126,6251687275,30269957,4,2,False
1057,65,1442222954,6251726235,30269957,1,2,False
1058,65,2144409419,6251787910,30269957,1,2,False
1059,65,2205321693,6251812952,30269957,1,2,False
1060,65,2570249551,6251787910,30269957,4,2,False
1061,65,2789560413,6251860459,30269957,1,2,False
1062,65,2994330406,6251860459,30269957,5,2,False
1063,65,3073134577,6251726235,30269957,4,2,False
1064,65,3527458548,6251899333,30269957,1,2,False
1065,65,3763554645,6251899333,30269957,4,2,False
1066,65,4588592203,6251812952,30269957,5,2,False
1067,65,4764280246,6251812952,30269957,1,2,False
1068,65,4841050037,6251969145,30269957,1,2,False
1069,65,5161390621,6251812952,30269957,4,2,False
1070,65,5362396330,6251969145,30269957,4,2,True
1071,66,607403744,6251537638,6566828,4,2,False
1072,66,1112155425,515042969,6566828,1,0,False
1073,66,1226537548,515042969,6566828,1,0,False
1074,66,1302023489,515042969,6566828,1,0,False
1075,66,1400586978,6251717526,6566828,1,2,False
1076,66,1426250653,6251723929,6566828,1,2,False
1077,66,1476893077,6251640760,6566828,5,2,False
1078,66,1601625933,6251753305,6566828,1,2,False
1079,66,2055266707,6251717526,6566828,4,2,False
1080,66,2140225750,6251784940,6566828,1,2,False
1081,66,2144399544,6251787910,6566828,1,2,False
1082,66,2489665423,6251845722,6566828,1,2,False
1083,66,2560389757,6251784940,6566828,5,2,False
1084,66,2681588178,6251787910,6566828,5,2,False
1085,66,2723366945,6251723929,6566828,4,2,False
1086,66,2756936588,6251753305,6566828,5,2,False
1087,66,2789555899,6251860459,6566828,1,2,False
1088,66,2852998949,6251866953,6566828,1,2,False
1089,66,2949248646,6251860459,6566828,4,2,False
1090,66,3001778380,6251866953,6566828,4,2,False
1091,66,3239664272,6251882848,6566828,1,2,False
1092,66,3450334090,6251845722,6566828,4,2,False
1093,66,3566998634,6251882848,6566828,4,2,False
1094,66,3622185920,515042969,6566828,1,0,False
1095,66,3651169813,515042969,6566828,1,0,False
1096,66,3675506278,515042969,6566828,1,0,False
1097,66,3681829667,515042969,6566828,1,0,False
1098,66,3738545260,515042969,6566828,1,0,False
1099,66,3807956650,515042969,6566828,1,0,False
1100,66,4188135442,6251933641,6566828,1,2,False
1101,66,4367047492,6251951306,6566828,1,2,False
1102,66,4841050640,6251969145,6566828,1,2,False
1103,66,4883752635,6251951306,6566828,5,2,False
1104,66,4952043232,6251983768,6566828,1,0,False
1105,66,5023550326,6251983768,6566828,4,0,True
1106,67,608158826,6251537638,7776744,4,2,False
1107,67,1153147138,6251539840,7776744,4,2,False
1108,67,1426222479,6251722714,7776744,1,2,False
1109,67,1426245362,6251723929,7776744,1,2,False
1110,67,1442183303,6251725155,7776744,1,2,False
1111,67,1719884118,6251540546,7776744,4,2,False
1112,67,1821155234,6251722714,7776744,4,2,False
1113,67,1821155240,6251725155,7776744,4,2,False
1114,67,2151672182,6251795690,7776744,1,2,False
1115,67,2178745376,6251803864,7776744,1,2,False
1116,67,2205325193,6251812952,7776744,1,2,False
1117,67,2237592411,6249834537,7776744,1,0,False
1118,67,2372554528,6251723929,7776744,4,2,False
1119,67,2628358425,6251795690,7776744,4,2,False
1120,67,2640764281,6251849958,7776744,1,2,False
1121,67,2810542827,6251849958,7776744,4,2,False
1122,67,3081073809,6251803864,7776744,4,2,False
1123,67,3551564566,6251904229,7776744,1,2,False
1124,67,4025255450,6251904229,7776744,4,2,False
1125,67,4225976827,6251941721,7776744,1,2,False
1126,67,4365112944,6251941721,7776744,4,2,False
1127,67,4367042031,6251951306,7776744,1,2,False
1128,67,4581465112,6251951306,7776744,4,2,False
1129,67,4952024409,6251982423,7776744,1,2,False
1130,67,5226732154,6251812952,7776744,4,2,False
1131,67,5265035120,6251982423,7776744,4,2,True
1132,68,608158844,6251537638,4820058969,4,2,False
1133,68,737380296,6251640760,4820058969,4,2,False
1134,68,760951746,6251672941,4820058969,1,2,False
1135,68,981520502,6251672941,4820058969,4,2,False
1136,68,1205659436,6251539840,4820058969,4,2,False
1137,68,1373712121,6251712256,4820058969,1,2,False
1138,68,1442220111,6251726235,4820058969,1,2,False
1139,68,1712276186,6251712256,4820058969,5,2,False
1140,68,2140224005,6251784940,4820058969,1,2,False
1141,68,2144408631,6251787910,4820058969,1,2,False
1142,68,2178740122,6251803864,4820058969,1,2,False
1143,68,2228708222,5567180387,4820058969,2,0,False
1144,68,2228708231,6221861800,4820058969,2,0,False
1145,68,2228708239,6114773114,4820058969,2,0,False
1146,68,2228708248,6251812952,4820058969,1,2,False
1147,68,2492026853,6251784940,4820058969,4,2,False
1148,68,2676690489,6251787910,4820058969,4,2,False
1149,68,2836904755,6251803864,4820058969,4,2,False
1150,68,3104367755,6251726235,4820058969,4,2,False
1151,68,3551562348,6251904229,4820058969,1,2,False
